Date,Volume,Open.Change.Pct,Close.Change.Pct,High.Change.Pct,Low.Change.Pct
2000-01-04,-1.5361299170375682,-0.009549109611621587,-0.03834466807849768,-0.015412739713717816,-0.028455972119261208
2000-01-05,-1.485440470634579,-0.03834466807849768,0.0019221829913671495,-0.028827223386445056,-0.014133086623944413
2000-01-06,-1.4809347420654244,0.0019221829913671495,0.0009556781096431433,-0.000969379593605102,0.010466814726799889
2000-01-07,-1.3928742528241531,0.0009556781096431433,0.027090399268961063,0.020943371186167292,0.006199270910252075
2000-01-10,-1.4991564384847995,0.027090399268961063,0.011189969413615053,0.01587963336986631,0.02908482777011856
2000-01-11,-1.5328168813249545,0.011189969413615053,-0.013062511876438365,-0.003892452148988923,-0.004890789888861602
2000-01-12,-1.5589236027403501,-0.013062511876438365,-0.004386371327394056,-0.011010145076595479,-0.0051171119098673
2000-01-13,-1.5219501241875817,-0.004386371327394056,0.012169700618563484,0.008041020228928053,0.0036228130900286537
2000-01-14,-1.48517542777757,0.012169700618563484,0.010671299962722536,0.01292810442812553,0.012169700618563484
2000-01-18,-1.5045235563392338,0.010671299962722536,-0.00683207152771137,-0.005329243439197162,0.0011174845877479633
2000-01-19,-1.4839164742067767,-0.00683207152771137,0.0005222932212531894,-0.0025662967634516587,-0.0018052746014189935
2000-01-20,-1.4753688420682334,0.0005222932212531894,-0.007095321074094607,0.0029560529672167934,-0.00699948523655225
2000-01-21,-1.4030784028190033,-0.007095321074094607,-0.0029123190810015354,-0.008548694871765794,0.0007368140577639348
2000-01-24,-1.46536347421614,-0.0029123190810015354,-0.027633593591799732,0.0006261523525947776,-0.030689033335557725
2000-01-25,-1.4932592349163472,-0.027633593591799732,0.006064800483985611,-0.027391672448697335,-0.004966285055891806
2000-01-26,-1.4643695635023561,0.006064800483985611,-0.00421272125638672,-0.0010818585594657426,0.008404845571369668
2000-01-27,-1.4562857563635787,-0.00421272125638672,-0.00393842799334565,0.004339119978736816,-0.020833364210686378
2000-01-28,-1.478615617066595,-0.00393842799334565,-0.027456829027902918,-0.014307209285899125,-0.010787853425517469
2000-01-31,-1.5462015456039138,-0.027456829027902918,0.025217566974388372,-0.002917342090480224,-0.00446832085357407
2000-02-01,-1.5546829170282046,0.025217566974388372,0.01062781920924527,0.012915215720465945,0.025664023018445947
2000-02-02,-1.5165167456188953,0.01062781920924527,-0.00011355740261742575,0.005748709848089062,0.013503816928474466
2000-02-03,-1.4450214349406922,-0.00011355740261742575,0.011248137590027962,0.0036393126886498095,-0.0035411515135174154
2000-02-04,-1.5122097991924974,0.011248137590027962,-0.000421044371651913,0.007104886219936768,0.015809559421947617
2000-02-07,-1.5963609062928847,-0.000421044371651913,-9.127184878798822e-05,-0.006100667560714923,-0.005138599637508845
2000-02-08,-1.5104870206219383,-9.127184878798822e-05,0.012273198750635705,0.010286186728442948,0.007719382252494578
2000-02-09,-1.5086317206228748,0.012273198750635705,-0.02081542211764542,0.0018865558743699218,-0.00883977834258165
2000-02-10,-1.503132081339936,-0.020822365050967018,0.0036268038470079755,-0.015541222168383717,-0.003697779628694886
2000-02-11,-1.5250643777574384,0.0036339201390167553,-0.02096932014356223,-0.003705801013799026,-0.019581520595236324
2000-02-14,-1.5902649205816755,-0.02096932014356223,0.0020329505010301396,-0.0154569729770061,0.0011893730689287452
2000-02-15,-1.481067263493929,0.0020329505010301396,0.008712683952101452,0.009168859010645347,-0.003100279752012991
2000-02-16,-1.5296363670408453,0.008712683952101452,-0.01025641338184169,-0.0022518128185797792,0.006779259621934708
2000-02-17,-1.5190346527604817,-0.01025641338184169,0.0004251484874857603,-0.0033249395058644327,-0.003976681202371157
2000-02-18,-1.5140650991915612,0.0004251484874857603,-0.030376185763956398,-0.008065004874075021,-0.02517988315986519
2000-02-22,-1.5553455241707275,-0.030376185763956398,0.0045168438064202565,-0.02195031018443505,-0.009990145053095256
2000-02-23,-1.546267806318166,0.0045168438064202565,0.006300906826835595,0.008835808682235546,0.007928594531582123
2000-02-24,-1.399632845677885,0.006300906826835595,-0.005335445992795007,-0.0038755549409962287,-0.009356050975569574
2000-02-25,-1.4988913956277905,-0.005335445992795007,-0.01482903996726348,-0.0019490284910024247,-0.0005489070187308931
2000-02-28,-1.5245342920434204,-0.01482903996726348,0.0110173273819143,-0.0009691135604115164,-0.0030696896889413905
2000-02-29,-1.4067227421028783,0.0110173273819143,0.013627086867551208,0.006474081025763079,0.017342558106777428
2000-03-01,-1.3604727635547915,0.013627086867551208,0.009345513861218402,0.01009758548322015,0.013627086867551208
2000-03-02,-1.4104996028152579,0.009345513861218402,0.001863462226787016,0.0022408293292053294,0.002876078741700816
2000-03-03,-1.4425035277991058,0.001863462226787016,0.019837044049593633,0.017539771276642524,0.00832636507678175
